text,english_browser
none,no
None,yes
none,yes
None,no
none,no
none,no
None,yes
None,no
none,no
None,no
None,no
none,no
None,no
None,yes
None,no
none,no
None,no
none,yes
None,yes
None as such.,yes
None way. That's perfect!!,yes
None!,yes
"none,This is best",yes
None.,no
"None. It's a good way to learn languages, or a good reason to learn in advance, to follow courses in english afterwards, to develop and improve the english (or foreign language in general) knowledge.",no
"Non-native English speakers are usually slow at listening and speaking skills, not to mention the writing skill. So there is no way but to give them the basic foundation about English and lead them step by step to the higher levels. Make sure that they understand the previous level completely before moving to a higher one. Self study can also help too",yes
non-native english speakers can learn english with proper guidance. MOOCs can help by educating them in proper manner.,yes
Non-native English speakers have very few opportunities to speak English on every-day basis even though they have much knowledge about English.  So you can help those students by providing a lot of opportunitiese to practice speaking English and reinforece their English skills.  ,no
NOP,yes
"Normally the MOOCs had a focus in writting and reading. For us (Non-native English speakers) really learn english, we need to improve our listening and speaking skills, because this is very important.",no
Not applicable,yes
Not applicable to me,yes
Not applicable to me,yes
Not applicable to me,yes
"Not applicable
",yes
Not applicable.,no
Not change is good,no
Not create thedifficulty do more easy way to student...,yes
Not enough information to answer this,yes
Not in a position right now but would surely love to share based on my experience here.,yes
Not known,yes
not more,no
"Not need wifi

",yes
Not now ,yes
"not problem the different people an countrys , and differen skills and pronuntations ,and mode , english american or uK",no
Not really sure at this time,yes
Not stopping this course.,no
not sure,yes
not sure,yes
Not sure,yes
Not sure,yes
Not sure,yes
Not sure,yes
not sure,yes
Not sure ,no
Not sure as of now,yes
Not sure but maybe asking them everyday question so they will feel importamt and they could feel they are not alone,no
not sure yet,yes
Not sure. This is my first attempt in online course. ,yes
Not sure...,no
Not to say right now i haven't experienced about MOOCs program firstly i want to complete after i will say ,yes
Not using local phrases,no
not yet,no
Not yet experience the course so can't suggest any thing right now ,yes
not yet know the system does not apply.,no
Not yet.,no
"Not, MOOCs are very good.",no
Nothing,no
Nothing,no
nothing,no
Nothing,yes
Nothing,no
NOTHING,no
nothing,yes
nothing,yes
Nothing,no
nothing,no
Nothing,yes
Nothing,yes
Nothing,yes
nothing,no
Nothing,no
nothing,no
Nothing,no
nothing,no
nothing,no
Nothing,no
nothing,no
Nothing,yes
Nothing,no
Nothing,yes
Nothing,no
Nothing,no
Nothing,yes
nothing,no
Nothing,no
NOthing,no
nothing,no
NOthing,yes
nothing ,yes
Nothing ,yes
Nothing ,no
"Nothing ,because I think speakers in English speaking  courses speak in a proper speed and it is acceptable.",no
nothing . they are good enough . just if you put english teaching courses for amatur people it's would be great . and then if countries like iran and persian language have  been added it will become better ,yes
"nothing at all, they are perfect",no
"Nothing bothers me. 
I think it works pretty well in this way. ",no
Nothing has to change,no
"Nothing I find so useful the close caption method in English, so I can stop when I need it, look up for the meaning or translation and go forward ",no
nothing i think is very good,yes
nothing it's really amazing!!!^^,yes
Nothing more to add. Your survey is too long and boring. I clicked the answers without reading them.,yes
"Nothing really. The people interested in learning need this kind of immersion in order to get better at the language.

",yes
nothing special,yes
Nothing special comes to mind. Everything seems great,yes
Nothing to add.,yes
nothing to change,no
Nothing to change,no
nothing to change,no
Nothing to change ,yes
Nothing to change :),no
nothing to change it is better to understand ,yes
Nothing to change its very clear english. ,yes
Nothing to change. ,yes
Nothing to declare,no
Nothing to do Exellent for me ,no
nothing to help with.,yes
Nothing to say,no
Nothing to say ,no
Nothing to say.,no
"Nothing, according to me",no
"Nothing, all it´s good.",yes
"Nothing, everything is good!",no
"Nothing, everything is just perfect.",yes
"Nothing, I'd rather take an English course even if the English language is not my native language.",no
"Nothing, the MOOCs are fine and great...
",no
Nothing.,no
"Nothing. I believe that this coursa can me help to understand and remember several things, words, rules and keys for my preparation in a future .",no
"Nothing. They are aware of their English skills. They should improve their English before enrolling in this course so as to be able to understand what the teachers are talking about. Also, there are subtitles, so even students who aren't very used to listening English can follow the course. ",no
"nothing...because i haven't started the course.so im unable to suggest the improvements
",yes
Nothing...I'm a beginner.,yes
"Now i do not have an answer, may be at the end.",no
now i don't know,no
Now I don't know,no
Now I dont know that ,no
"Now I don't know, but later I'll write this ",no
"Now, i do not know, sorry",yes
"now, I don't know",no
"Now, I don't know, but when I finishe, I will give you a feedback to improve your courses. ",yes
"Now, I have no idea",no
o,no
O dont know,no
ال,yes
التعلم,no
المتابعة والاستمرار,no
انصحه بالانصمام في هذه الكورسات ,no
تابعو كل جديد ف موكس,no
توفير الكتب للمساعدا على الاجاده,yes
توفير طرق سهله  ومفيدة,no
of course you can use simple words and expressions in your videos ,yes
"Ofcourse you can help students who are non-native English speakers by providing course materials in their native languages. And secondly by providing verified and professional course certificates through commonaly available bank deposits, i.e HBL, UBL, ABL,MCB are common banks in pakistan. Because this is a problem I faced to pay fee for verified cirtificates through edx.",yes
Oferecendo certificados gratuitos.,no
offer a dictionary or a translator while you click a word you don't know,no
Offer a translation,no
"Offer a wider range of topics.
",yes
offer course in their language support,yes
Offer English courses like this. Caption in the different languages. ,no
Offer free courses and encourage non affordable students to learn and excel,yes
Offer legends in other languages will facilitate the learning process,no
offer more course to help us improve english,yes
Offer more courses that are interesting.,no
Offer more english coursed for gripes of cultures!,no
offer more free and practice courses，it's better if having some rate courses for learners with different level.,no
offer more free course for students ,no
offer more materials for students ,no
Offer more online course,yes
Offer more supporting links and assistance.,no
Offer more tools for to facillity the interaction with the language.,no
offer new more lcourses and offer special chance to practice themselves ,yes
offer some activiies forstudents to take part  in,no
Offer subtitles in different languages,no
Offer subtitles in mother tongue language.,yes
'-offer the maximum courses and keep it open 24/7.,yes
Offer the platform in different langauges ,no
offer the same topics and MOOCS in other languages ,no
Offer them in English plus translated version in different languages.,yes
Offer them in other languages as well.,no
offer various courses about English learning,no
Offering a complete levels on standard English. Offering courses in different linguages,no
Offering an attractive and fun course schedule,no
Offering basic starting levels.,yes
Offering complete English courses. Offering courses in other linguages.,no
offering courses,no
Offering courses in other languages,yes
Offering courses in other languages than  English.,no
Offering courses in their languages.,yes
Offering courses translations,no
Offering different courses during the year.,no
offering feedback activities ,no
Offering info in their language but taking the courses in English is fine,yes
Offering instructions (when something is not easy to understand) and a translator in the same page because there is always a new word and sometimes te can not be inferred by context.,no
Offering interesting courses in other languages too.,no
"Offering many online courses that allow to improve the four basic English skills: listenig, speking,reading and writing ",no
Offering more courses,no
Offering more courses in English,no
Offering more courses to improve their English,no
Offering more English courses to continue learning and practising this language.,no
"Offering more external sources to increase practice in reading, listening, speaking and writing. ",no
"Offering more Free English Courses, making more publicity too, so much more people will know that it's posible to learn english Online. In Venezuela we can't have dollars easily so we can not study paying in that currency, so we lose opportunities.",no
Offering more MOOCS to learn English self paced and at beginner level.,yes
"Offering more opportunities to enroll in English online courses at basic, intermediate and advanced level.",no
offering new topics about day life,no
Offering opportunities to enhance the user's English in addition to the information provided by the MOOC itself (if it is  not about improving one's English),yes
Offering scholarships to improve our english in US for example.,no
Offering scholarships to study abroad.,no
"Offering some award, like a free course in an english speaking country.",yes
Offering subtitles in several foreign languages. But you're going great.,no
Offering subtitles in their native language.,no
Offering the chance to switch on subtitles in their native or best spoken language.,no
"Offering the course in different languages, or be a little more lax about the mistakes one (Non-native English speakers) often do while writing or doing activities related to the course.",yes
Offering the MOOCs in other languages,yes
Offering the MOOCs in other languages like Spanish or Chinese,yes
Offering the possibility to translate to their native languages more frequently for example through images ,no
Offering them more frequently,no
Offering these kind of courses,no
"Offering to some students the possibility to be a tutor that agrees to help people in another language, in exchange of a valid certificate, a tutor certificate, or some credit for other courses offered by the same institution.",no
Offering training opportunities.,no
Offering videos with transcripts and varied speeds to be played.,yes
Ofreciendo cursos presenciales para estudiantes con mejores promedios,no
OFRECIENO BUENAS PROPUESTAS EDUCTIVAS DINAMICAS QUE FACILITEN EL APRENDIZAJE,no
"Oh well first that all I want to say thank you, for being so helper introducing us in a new culture and a new language.  I think you have many positive things like putting words next to the dialogue because it is very helpful. ",no
Ok,yes
ok,no
OK,no
ok,yes
ok,no
ok,yes
ok,no
"Ok
",no
OK. I LIKE AND WANT TO IMPROVE MY SKILL OF ENGLISH ,no
OKAY,no
Okay ,no
"On first instance, if a course is offered in English, I would believe that people who enrolled in it have good English skills. To help non-native English speakers I believe that the professors should attend any question the student has.",no
On line excelent!,no
"On my case it is so difficult listenig, follow a conversation or a movie, maybe because I live in Colombia and hardly ever have de oportunity to listen to english speakers, so MOOCs can help people as me to improve English through practice more listening in order to train it.
Thanks so much!",no
On my opinion you need to provide some conversation with native English speakers with those are not non native,yes
On technical courses like Python / R / Big Data I understand everything what I have to. I curious how will look like this English learner course to no-native.,yes
once i learn English i tech other about what importance of English in day to day life ,yes
"Once we got any question about courses taken and we need any help about it, should be good to have any profesor who speak our native language available; like this  we will have  the opportunity to emailing to him or her directly. Thank you!",no
"One important thing in the world is the money, so I think so that offer this kind of courses in a free model is a big idea.",no
one option is attached the information at the course for the consultation ,no
"Online activities, apps, chats, exercises",yes
Online chatting ,yes
Online chatting tool so that lectures and student can comment and have feedback right away.,yes
Online conversation,no
Online conversion between teachers and students ,no
Online courses must spread ,yes
online courses such this one,no
Online session where all people speak english and help anothers to take strongs ,no
Online skype-like calls.,yes
online speaking practice,no
"online talking, not only we watch and you speak.",no
online transation,no
Online video chats with professors and students involved at the same time agreed by everyone who's interested ,no
Only after taking I can tell,yes
Only by building understanding between the faculty and student......,yes
Only by speaking,yes
only just conducting these type of MOOCs are more than enough to help students....,yes
only learn in english,no
"Only make ever thing in English (video, sounds)",yes
Open a face to face interaction with a native speaker.,yes
Open conversation,yes
Open distance learning courses in those areas.,yes
open english centers in the non native english countries,yes
Open more English courses there and do not palter,no
Open more useful classes.,no
opening more courses in another language or subtitle in diferent language,no
opening more online courses like this important course,yes
Opening more options.,yes
Opening new professional chances at international level,no
Optional Translations,yes
Organise cources with lower language standarts so that everyone is able to get an access to the knowledge You offer.,no
Organize English courses at the same time.,no
organize some on campus events,no
"Organizing a whole program from the start, to teach them the basis of English, including specific vocabulary and examples from personal experiences.",no
"Other than translation, everything that is feasible is pretty much done.",no
P,no
para los que son nativos del idioma español deben tener explicaciones o algunos textos en español ya que al no comprender mucho el ingles no se entiende muy bien,no
patience,yes
Patience!,no
"'-Pay special attention to pronunciation
-Improve the rhythm while speaking ",yes
people can speak the same language,no
people required platform where they can talk online to improve english ,yes
People who study online very well should be given opportunity to study real course. It can be short term,yes
Perfect,no
perfectly,yes
Perform more activities,no
PERFORMING A FEEDBACK TO STUDENTS,no
"Perhaps as non-native English speakers like us may need support to develop our basic English knowledge,before starting a new MOOC.",yes
Perhaps by adding glosaries.,no
Perhaps emphasize the language level of the course ,no
perhaps exercise in basic english,no
"Perhaps for some people it would be easier to understand english in MOOCs if setting subtitles in both languages, I mean english and their native languages, obviously it could be difficult for MOOCs to put subtitles in all native languages, but if it shall be possible it'd be incredible, at least in most known languages like spanish, japannesse, portuguesse, italian, deutsch and some others",no
Perhaps give on the website more information in the native speaker.,no
Perhaps it would be better if you could develop more language aided tools in the courses,yes
perhaps MOOCs could be structured in easier way and use english which is accessible even to begginers.,yes
perhaps not only watch the video of course but also speak and talk.,yes
Perhaps placing translations into their mother tongue for better understanding.,no
perhaps some french translation..,yes
Perhaps translating the lessons,yes
Perhaps with more ilustrations ,no
"Perhaps you should introduce advanced programs in english, notably qualifications such as diploma in english, french and other languages.",yes
Personal answers and support :),yes
"Personally I have only took edx´MOOCS and I consider that It has a good teaching metodology, , but Ii would like to this course could give some imformation related to how non-native English speakers can travel to foraign countries in order to improve their english skills.",no
"Personally speaking with a good English accent is paramount, and learn an educated English of international labor level.",no
"Personally, I don't really have enough money to learn English at a good school which is providing the quality of English Language skill. So I think opening more free course is great for poor learner like me and it is better if it is included with certificate. Thank you ",yes
"Personally, I want MOOCs to have a lot of videos that I can watch to. For me, videos are more helpful.",yes
"Planing lots of exercises, in different ways: writting, speaking, reading, listening.",no
Plattform more interactive,no
play games,no
Pleace show viduo that speak slowly,yes
Please add more language so that non-native English speakers can understand and they can answer the contest with their own opinions.,yes
Please add more practices english assignement for student.,no
Please decrease the certification cost,yes
please develop the non-English courses,no
please do have a meet ups regularly and have an ambassador in each country to represent MOOCs,yes
please do not use idioms,no
please give us some experiences to learn English ,no
Please if can change to other language,no
"please introduce basic english grammar like tenses for beginners and lots of conversational english courses

 

 ",yes
Please keep go on your way!,no
Please let me take the course and then I can to do comments ,no
please let them know about those courses,no
please more vocabulary and you learn pronunceiation,no
"please offer more practical English course,Thanks !",no
"Please something about American Literature but for ESL, thanks.",no
Please speak english quite slowly .,no
"please speak slowly, clearly, and simply.",no
Please speak slowly.,no
Please teach us carefully with a lot of practice,yes
Please try to include online english conversations with us  so that u people can help us  to improve our english,yes
"Please try to use their native language in course, so non-native can learn faster and better.",yes
Please use easy sentences,no
PLEASE USE NEW VOCABULARY,no
"Please, Give us a simple practition to use English language",yes
"Please, provide certificate to all the students .",yes
Plz help them,yes
plz teach me english,yes
Podrían hacer que nosotros utilicemos apps o tengamos la oportunidad de formar un grupo y crear un libro y lo haríamos utilizando Skype para comunicarnos y charlar hacer bromas y tener poco a poco una cotidianidad.,no
podria ser con el lenguaje nativo de cada uno para aprender del otro idioma y asi no quedar tan perdido,no
Poner opción para contestar esto en inglés o español,no
poner subtitulos en español,no
Ponerlos disponibles en su idioma,no
"poniendo alguna opción de traducir al otro idioma, que sea mas original si el traductor de google fallara. o teniendo algún atención al cliente para hablantes no español, sin embargo creo que esta muy bien asi, solo que al no tener conocimiento en ingles se me complica, pero deseo terminar el curso",no
Pop up windows with loud screamer which may be closed only after right answer.,no
"Por favor que sea mas práctica, interactiva y personas nativas que me ayuden a hablar, leer y oir en engles.
Gracias",no
"POSSIBILITY OF LOCAL ENCOUNTERS LIKE CONVERSATIONAL MEETINGS, LIKE BRITISH COUNCIL COURSES AROUND THE WORLD...IN SPEAKING PUBS FOR EXAMPLE.",no
possibility to choose or not english subtitle,no
post in edx to invite more people,yes
post the video with optional french subtitle on it,no
Posting differents topics to talk about,no
practical exercise,no
"practical things should be more.
",yes
Practice,no
Practice,yes
practice,no
practice,no
Practice,no
practice,no
PRACTICE,no
practice,no
practice,yes
Practice ,yes
practice ,no
practice  makes  perfect,no
Practice  makes perfect.,no
"Practice and always student
",no
Practice and apply knowledge of words and they timely discussion online can teach a non native English speakers to learn and improve our English and know more advance techniques..and share with all,yes
Practice and practice,no
Practice and practice.,no
Practice conversation in english,no
'-Practice conversations and situations from real life ,yes
practice english is most important for us ,yes
Practice every time,yes
Practice in the real world,yes
"Practice is the most important thing when it comes to learning a new language, many exercises. ",no
Practice make a strong.,yes
Practice make perfect,no
Practice makes perfect.,no
practice makes you perfect. good to know this MOOCs for Students who are non-native English speakers.,yes
Practice more,yes
Practice Practice Practice,no
Practice so much,no
practice speaking ,yes
Practice the speaking and listening form,no
practice them to speak english well,yes
practice to use English in their life,yes
Practice with more interactive activities,no
Practice with native speakers ,yes
Practice!,no
"Practice, exercises, and more practice",no
"Practice, practice and practice ",yes
Practice.,no
"Practices to speak, listen and translate",no
practicing,yes
Practicing ,no
Practicing  ,no
practicing a lot,yes
practicing and practicing help that your know more of the lenguage,no
practicing English,yes
practicing Englsih will them as well as me.,yes
practicing more,no
"Practicing reading, listening and writing. Try to talk with people.",no
practicing technics,no
pRACTICING WHIT THEM EVERYDAY,no
Practise ,yes
practise  more  English-speaking ,no
pratice english everytime,yes
prctice practice practice ,yes
"Preparation distinctive and attractive Videos
",no
Prepare more conversation courses ,yes
Prepare or help preparing MOOCs in other languages than English.,no
Present different English levels of MOOC base on students language assessment can be of non-native English speakers learning in various levels.,yes
Present them a variety of tools and a step by step guidlines to be followed ..in order for them to practice the language as easy as their native language speaking,yes
Presenting it on different languages,no
Presently no idea,yes
Pretty well.,yes
primera vez que lo tomo el curso.,no
primero lo completo y luego les digo,no
privode more new knowledge in the course,no
Probably interact with them a little in the language they understand and a little in English and still translating in the language they understand,yes
Probably knowing more about the background of students.,yes
Probably to develop a network tha work in a team enviromental,no
"Probably you could group students by their mother tongue, so they can help each other with expressions that they do not know or understand in English because of their culture.",no
"produce facilities such as providing good materials (for listening and writing) with gradual increase in difficulty 
simulating real situations
using native familiar language and avoiding out-dated words and expressions
producing instructions for them on the way they should act to learn english smoothly 
continuous assessment for the progression
teaching in a way very interesting and enjoyably.
",yes
"Producing MOOSc in their mother tongues, of course.",no
Professores nativos em cada língua,no
progress,yes
promoting dialogues between students and teachers,no
promoting discipline,no
Promoting free courses,no
"Promoting it in schools in countries with another native language.
Preferably those that are adjacent to anglo-saxon countries .",no
Promoting new courses,no
Promoting oral producction,no
Promoting the courses widely,no
Promoting use of resources that can help to improve our practices post MOOC,no
pronounciation,yes
"Pronunciation in videos is to be clear. 
Native slants are to be avoided to the extent possible .",yes
Pronunciation with native teach in English.,yes
"Proposal the courses multi languajes , and specializations programs in english .",no
Propose more course to improve english,yes
Provide  progressive material,no
provide a free English courses such as what i'm trying to enroll in,yes
Provide a glossary.,no
Provide a native language translated version,yes
provide a preview or summary of the issues to be addressed in the MOOC,no
provide an English speaking environment,yes
Provide an English subtitle in the videos,yes
Provide certificates for free,no
Provide certificates for free.,yes
Provide course according to their level...it must be differentiated according to their needs,yes
Provide course with comprehensive material to help student understand and make development in their English,yes
Provide courses in all languages ,yes
"provide dual subtitle in video course. 
Thank You ",yes
Provide English subtitle,yes
"Provide every way possible to communicate clearly. Maybe translations of the language of the non-native speakers, just to make sure that what you are teaching is beneficial to the learners else the purpose of education will not be serve.",yes
Provide financial support for unable learners :\ ,yes
Provide interesting topic and start with basic course,yes
Provide learning courses for beginners.,yes
Provide lots of opportunities for online interactions,yes
Provide many videos to make easy the topics.,yes
provide more and better English learning courses,no
"provide more assets and high-qualified teachers
make students in contact with native speakers to practise the language, have a better pronounciation and overcome the bareer of fear of speaking in a foreign language.",no
provide more courses at different levels,no
provide more credit-courses,no
Provide more english courses,no
Provide more english courses. ,yes
provide more English language course,no
Provide more feature and content rich courses.,yes
Provide more online courses for language.,yes
Provide more opportunities to talk and practice,yes
provide more opportunity to interact in English language ,yes
Provide office hours,no
"PROVIDE OPPORTUNITIES WHERE STUDENTS CAN SPEAK WITH EACH OTHERS AND PRACTICE WHAT THE HAVE LEARNED IN ENGLISH.
HELP STUDENTS PRACTICE IN REAL SITUATIONS.",no
Provide option to read/translate in their language.,yes
Provide options of subtitle.,yes
Provide practice with native speakers,no
"provide some course in simple English language ,or u  could also go for hindi language",yes
Provide students with the scripts of the videos from the course.,no
Provide subtitle with native language ,yes
provide subtitles,no
"Provide subtitles in native language, provide dictionary for looking English words",no
Provide subtitles in other languages.,yes
Provide subtitles of differenet languages ,yes
Provide subtitles or captions with translations with their native language.,yes
provide the best course.,no
provide them a comfortable zone so that they can easily clear their doubts without any hesitation.,yes
provide them opportunities to work in organization. So that they experience the need of time and revolution in world,yes
Provide them with new vocabulary before start new lesson ,yes
Provide those who took the survey a report showing the effect it has on other students.,yes
"Provide to students some conversantional means among moduls, so they can pactices the language ussing tecnical terms and makes accurate themself",no
"provide tools and indications in the native language of each student, that will make the learning process.",no
Provide transaltionn,no
Provide translation,yes
Provide translation version ,no
Provide translations or instructions related to the MOOCs in different languages.,no
Provided a Pre-Test or Placement test,no
Providen Feed Back,no
providing alternative modules with simplified and alternative meaning of the words,yes
Providing Basic Foundation of Language then Exploration of Talent Based upon Their Interest of MOOCs.,yes
providing courses in their native language,no
Providing daily activities and recommending to practice every day ,no
"Providing different types of materials such as vedio, audio, word file and establishing collaborating system.",yes
Providing easy topics,yes
"Providing educational resources to facilitate understanding , as figures , repetition of words , most used expressions in spoken language ...",no
PROVIDING EFFECTIVE ACTIVIES,no
Providing instruction in their languages.,no
"Providing more and more MOOCs courses, where students can interact with teachers and non-native English speakers in order to take advance in their English",no
"Providing more English courses, so they can have the oportunity to learn more with other courses.",yes
Providing more English exercise,yes
Providing more exercises and assignments is the best way to help non-native English speakers. ,yes
PROVIDING MORE NEW ONLINE COURSES FOR FREE,yes
Providing more opportunities to all people interested,yes
providing opportunities to listen different assents,no
providing other languages subtitles,yes
Providing personal feedback about the student's performance.,no
Providing scripts would greatly help.,no
"providing some additional information or toolsthat helps them to stablish a parallel with signficating things emotionally, just like the native language",no
"Providing subtitles by default and some trics (grammar, culture, context, ...) to easily understand what it's said.",no
Providing subtitles in their native languages,no
Providing support ,yes
"Providing the meaning of key words, or technical vocabulary which is difficult to understand. ",no
PROVIDING THE SUPPORT TO THEM,yes
"providing the translation, like a ""Justice"" from Harvard",no
"providing transcripts for the courses teaching in English so that it is easy to interpret, providing meaning to complex words and also introducing students to different native English accents like Australian, Brazilian, European, Canadian, North and South American .",yes
Providing transcripts from the videos lectures.,yes
providing transcripts to user,yes
prvide a great platform for us to learn.,no
publicize more,no
publish its website in everywhere,yes
Publish the course handouts in different languages but better still employ the help of a translator to help out with the translating process,yes
publishing more for thais course,no
Pues seria mas fácil enseñar a los españoles el ingles,no
"Pues, ahora mismo no tengo idea, luego que termine el curso con gusto les compartiré mi opinión basada en la próxima experiencia, espero estar al nivel del curso.
",no
Put a translation so that non-native English speakers will be able to understand.,yes
"Put an english dictionary, to found new words and improve our vocabulary",no
Put first page in other linguage (portuguese),no
Put in portuguese,no
Put more effort like including dictionary which will help them fast to know the meaning of the English word corresponding to the native word for better understanding ,yes
Put more images.,no
Put subtitle in their native language,no
Put subtitles / translation as tool of help in case the student have problems to understand.,no
Put subtitles in some videos that have more technical terms.,no
Put subtitles in the video lectures,yes
put subtitles in their native languaje,no
"Put them in contact with natives speakers and with the culture native, including slangs, ways of speaking and so on.",no
put translators into MOOCS,no
"Puting the video's translation in every language, could be.",no
putting an option in which there is a translation of some important parts of the course that can be check if needed,no
Putting e-mail address from people that want to exchange language knowledge.,no
Putting graphic text,no
Putting it as simple as possible,no
Putting people to help students,no
Putting pictures,no
putting the suitable time table ,yes
"Que el curso sea práctico, mucha práctica con instructores nativos de ingles ",no
que los maestros tengan facilidad para entender y hablar el español por cualquier cosa,no
Que pongan la traducción de videos en español,no
Que se haga mas vivencial y ofresca opciones de web gratis y con el idioma que se desea aprender.,no
"Question should be more clearly written, not so vaguely and obscure",no
Quick and easy course,yes
quiero hablar mas ingles,no
ras,no
read more,yes
"read more,listen more and spoke more.",no
reading,no
Reading regularly and listening English,yes
"reading, listening practices will make more fluent and mainly speaking with other people.",yes
real contact and friendships,no
"realizar conversaciones cotidianas para poder entender mejor el ingles, sin tener temor a equivocarnos.",no
reall y i dont how,yes
Really don't know,no
Really helpful after taking online classes.,yes
Really I don't have any idea right now,yes
Really I don't know,yes
"Really I don't know , by the momment perhaps in the future, I could suggest you.",no
Really i don't know :),yes
"really I don't know yet, it's my MOOC course, I´ve no experience, may be after complete this course i can give you any suggestion",yes
really it's best for every one,yes
Really it's not in my knowledge.,yes
"Really, I have I ideas for now.",yes
"Really, It is my first time with a MOOC. I can't say nothing.",no
Recently I took a course about tutor about online courses and is very important the social face about the course that we take.,no
"Recomending books, online videos, online meetings with native speakers so both can learn it.",no
Recommend good movies and videos to generate interest.,yes
Reduce fees and there will be many takers in India. ,yes
Refreshing a past topic before start a new one,yes
Regular and common conversations,no
regular traning,yes
relacionando el significado con lo hablado sin escribir en ingles,yes
Relacionando palabras del español a ingles,no
"Releasing speech recognition courses, so English student can work on their English speaking skill and see how bad or good they can speak.
",yes
relevant homework,no
"Reliable subtitles good be good. 
Also, asking another university to reply the content of the course in a native language could work too.  ",yes
Remark Chinese on the questionair,no
REPLY OF THEIR QUESTIONS ,yes
represent the mooc in their native language,yes
Right now is a good methodology for me,no
right now no idea about your above question.,yes
Rise spirit of them,no
say something by some simply words,no
"Scheduling presencial meeting with others students in the city or country, or with native english speakers.",no
seeing improvements observed,no
Seeking to provide subtitles in their native languages,no
Seguir promoviendo cursos a distancia para ayudar a las personas menos favorecidas,no
selecting easy explain language more,yes
"Send information to the email, because I have too much to do everyday and I forget to sign in into the courses.",no
Send it to E-mail address: pacharev@bot.or.th,no
"Sending many audio clips for enhancing listening skills.
Practicing many idioms during Conversation 
Both aspects may help   students who are non-native English speakers",yes
Sending them extra materials for practice.,no
set by videos on differents free web site ,no
"Set some options in spanish, and give us a simple paper where it says that we took the course.",no
Set the instructions in both many languages,no
Setting courses to their languages.,no
sgfta er aert yerty teryerqty eqrt tet ,no
Share the good something,yes
Sharing and Interaction,yes
SHARING THE KNOWLEDGE AND YOUR EXPERIENCE IN THIS DOMIN,no
Should be help the students to improve our English Skills and feel confident when we talk with English speakers.,yes
Should be used easy words,yes
Should cover from basic to advance level in stepwise manner.,yes
Show dialogues and learning how to think in english for make sentences,no
"Show how gramatically and tecnically is the english. Also, explain the problems that have learn this language.",no
Show me about differents experiences and ways to speak and  talk English as a native english,no
"Show more culture about the foreigns countries to improve the vocabulray, like idioms or meanings of certain words that are common in these countries.",no
show them the MOOC,no
"Show us that it is very important study ever single day. Because only this we are able to achieve our goals
",no
Showing an option to translate text or put subtitles on videos.,yes
Showing more intecractie videos,no
Showing more videos about any specific topic and giving them some groupal activities to interact qith more people in the course.,no
Showing the university powering the course,no
Showing them the best of the language in a funny and dinamic way ,no
si,no
Siento que nos ayudan a mejorarcon el hecho de estar interactuando con el idioma todos los dias y al hacerlo de una manera divertida no nos damos cuenta de lo mucho que estamos aprendiendo.,no
Simple and easy to follow curriculum ,yes
Simple education,yes
simple ways and let them to feel more achievement ,yes
Simplified the courses,yes
Simplify as much as possible.,no
simplifying access to English language unconstrained,yes
simply by translating the materials to other famous langauges,yes
Simply describe the topics..,yes
"Since I haven't taken a MOOC at edX before, I will not make many comments at this moment. But I do hope that MOOCs can systematically combine the sociality and learning better, so that students can learn together but also make friends through a same topic, which can help those students keep the learning on and get a perfect learning result after completing the course.",yes
Since is my first MOOC I cannot help here.,no
"Since my experience with MOOCs is not adequate, i am not able to answer the question at the moment.
",yes
since these is my first experience i have non opinion about that.,no
"Since this is  my first MOOC I'll try, my guess could be about having some basic introductory pages in different languages than English. 

It should help someone looking for English classes for example.

",no
"Since this is my first MOOC course, I have no idea yet. ",yes
"Since this is my first MOOC ever, I don´t have any suggestion yet, but I would say videocalls between people of the same MOOC would be very helpful (I don´t know if this is already an option).",no
"since this is my first online course, I cannot comment yet.",yes
"sir you are  really doing great .
",yes
"skype classes
meetings
challenges",no
slow the rate so they can run with the course  comfortably as they are'nt profiasinal,yes
slowly explanetion for learning and basic one.,no
slowly start  step by step from the beginning for new learners  ,yes
"smart subtitles can help, you can also ask student to help you to translate transcript in their local language for help these friends.",no
so far i don´t see what could be chenged,no
"So far I have enjoyed the way the course is structured and delivered. Since I am not a teacher, maybe if I encouter challenges during this MOOC, I will be in a better position to comment.",yes
"So far i have not seen anything that needs to be changed,maybe after i am done with the course.",yes
so far i think MOOCs is good enough,yes
So far I was satisfied with everything.,no
So far the course is really great for me. I like it very much because I am learning new stuff and reviewing phrases and the use of the language. ,no
So far they seemed OK to me,no
"So far, it is perfect for me.",yes
Some definitions of the word below the text,no
Some explain about complicate words,yes
Some explanations in their own languages.,yes
"Some expressions or formal placements are little explored in language courses (English), so if they could make reference through subtitles so that we could consult in the context of the text or the audio / video would facilitate understanding and enhance familiarity with them.",no
Some link related to their mother tongue be given.,yes
Some of the options are in mandarin and we do not understand the meaning.,no
"some teachers speak too fast, but i think that is difficult to change!",yes
some time pronunciation of mooc is not understandable so please use of more easy words will definitely benefit the new students..   ,yes
Some tips about methods or experience of learning may help :),no
"Somebody who need to improve him English skill, must be registered on this kind of MOOC, so for help these students who are non native English speakers we can use easy expression. ",no
Something about children tales ,no
Sometimes do some translations,no
Sometimes I need subtitles in my native language.,no
"Sometimes is music in the background, thats nice, but for a not nativ speaker not helpful.
It makes it difficult to understand the speaker. Some native speakers speak very fast and not very clear. So understanding is not easy for foreigners.",no
